ID	Target	SENTENCE1	SENTENCE2	ANSWER	start_s1	end_s1	start_s2	end_s2
5186	보인	모비스가 1일 정규리그 우승을 확정하면서 MVP 다툼도 모비스 집안싸움으로 좁혀질 것으로 보인다.	지난해 3월 첫선을 보인 소장펀드의 가입자 수는 3월말 기준으로 가입 조건을 갖춘 근로자의 2%를 밑도는 수준이다.	False	50	52	11	13
5187	보이	중국 기업들은 전성시대는 지났지만 저력 있는 한국 중견 화장품 업체들의 신생 브랜드에도 관심을 보이고 있다.	"라이 전 차관은 본지 인터뷰에서 ""80년대 말 통신 현대화를 할 때 북한 눈치가 보이기도 했지만 한국이 통신 교환기의 전원 장치 등 핵심 부품에 대한 기술력을 확보하고 있었기에 도움을 요청할 수밖에 없었다""고 했다."	False	53	55	45	47
5188	걷	좁은 길을 걷다 보면 갑자기 물결이 연상되는 모습의 지붕이 눈에 확 들어온다.	책은 자신이 다니는 수영장의 최고령 회원이고, 하루에 50분은 걷고, 평소 버스와 지하철 등 대중교통을 이용하는 저자가 낸 새 수필이다.	True	6	7	35	36
5189	들	숟가락 하나 들 힘이 없었던 때에도 젖먹던 힘까지 써가며 촬영한 동영상과 사진을 곁들인 ‘라다크·잔스카르 순례기’는 우선 1차적으로 11회에 걸쳐 선을 보이고, 계속 이어서 30~40회 휴심정 독자들을 찾아갈 것입니다.	통로에 선 참모진 10여 명은 팔을 들어 기내 천장을 짚거나 의자를 잡았다.	True	7	8	20	21
5190	쉬	피해 장소는 교실(6건), 복도(6건), 화장실(2건) 등 교내가 많았으며 피해 시간도 쉬는 시간(13건), 점심시간(3건) 등 등교한 후가 대부분이었다.	숙취가 가시지 않아 잠깐 쉬러 왔다는 직장인 남모 씨(32)는 “가끔 피곤할 때 쉬러 오면서 이제 미술관에 대한 거리감이 사라졌다.	True	49	50	45	46
5191	이르	그러나 군 일각에서는 곧바로 합의가 이뤄질 것으로 낙관하기에는 아직 이르다는 관측도 나온다.	이르면 다음달부터 적립한 신용카드 포인트를 5년간 쓸 수 있고 단 1포인트만 있어도 쓸 수 있도록 바뀐다.	True	38	40	0	2
5192	짜	행사장에서 만난 MS 게임스튜디오 필 스펜서 부사장은 “비디오게임에만 머물지 않고 온라인게임 시장까지 사업을 넓힐 것을 내부에서 검토 중”이라며 “세계 시장에서 성공할 수 있는 전략을 짜기 위해 한국 온라인게임들을 연구하고 있다”고 말했다.	그들은 유권자들이 무조건 공짜를 좋아할 것이라는 '검증된 신념'을 갖고 전략을 짜고 있다.	True	103	104	44	45
5193	뛰	결혼식장에서 노래를 불러주는 웨딩 싱어 '로비' 역을 박건형과 나눠 맡는 황정민은 펄쩍펄쩍 뛰며 〈오늘은 당신의 결혼식 날〉을 불렀다.	10km 개인 최고 기록은 2014년 도쿄에서 수립한 29분50초로 지난해 뛰었다면 6위가 가능했다.	False	51	52	42	43
5194	맞	어릴 적 백신을 맞지 않은 성인도 접종을 받는 것이 좋다.	채널A가 12월 1일 개국 5주년을 맞아 ‘하이파이브 북카페’를 열고 청년 공공미술 프로젝트인 ‘청춘과 하이파이브’를 진행한다.	False	9	10	20	21
5195	맡	축구협회는 김판곤 위원장 선임에 대해 “화려한 선수 시절을 보내지는 않았지만, 지도자로서의 역량과 행정 업무에 필요한 자질은 충분히 검증된 분이라고 생각한다. 국가대표 선수를 경험하지 않은 축구인들도 능력만 있다면 얼마든지 중요한 직책을 맡을 수 있는 사례를 만들었다는 점에서 의미가 크다”고 말했다.	그래서 이 역할은 꼭 내가 맡고 싶었다”며 “암살 모의가 실제 있었다는 이야기를 듣고 반드시 관객을 사로잡을 수 있다는 확신이 들었다”고 말했다.	True	133	134	15	16
5196	맞	폴 오텔리니 인텔 사장은 이날 “3차원 영상이 조만간 대세가 될 것이며, 그에 맞는 칩과 솔루션 개발에 집중하겠다”고 선언했다.	그는 “해역이나 영토를 둘러싼 분쟁을 국제법에 맞게 평화적으로 해결한다는 방침을 다시 확인하게 될 것”이라며 “한·일 두 나라 모두에서 영유권 주장이나 분쟁 문제가 제기되겠지만, 주권을 주장하는 문제에 관해 어느 한쪽 편을 들지 않는다는 미국의 관점을 계속 적용하겠다”고 말했다.	True	44	45	26	27
5197	맞	개막작은 레온 겔러와 마르쿠스 베터 감독의 '예닌의 심장'(The Heart of Jenin)으로, 이스라엘군의 총에 맞아 사망한 팔레스타인 소년과 아들이 죽은 지 12시간 만에 6명의 이스라엘 어린이에게 아들의 장기를 기증하기로 한 아버지의 사연을 담고 있다.	"박사모는 ""대한민국의 치안 책임자로서 '반드시 범인을 체포하겠으니 걱정하지 마시라'고 해야 하나, 아니면 테러 협박 같은 문제는 범죄도 아닌 것처럼 비호하듯 말을 해야 하나""라며 ""(그냥 무시하라는 듯이 말하는) 이분이 과연 우리나라의 치안 최고 책임자가 맞나 하는 의문이 들지 않을 수 없다""고 했다."	False	66	67	143	144
5198	보인	예비 부품 교체는 빠르면 사흘 안에 마무리될 것으로 보인다.	이에 따라 앞으로 사회적 협동조합의 자금난 해소, 판로 확대 등에 도움이 될 것으로 보인다.	True	29	31	47	49
5199	보여	"이정현 홍보수석은 ""뛰어난 협상력과 정무적 판단력을 갖춘 분으로 평가돼왔고, 대사 재직 시에는 탁월한 외교 역량을 보여줬다""면서 ""정무수석으로서 새로운 시각과 역할을 보여줄 것으로 기대한다""고 했다."	노동시간 단축이 일자리 증가로 이어졌음을 보여주는 실례로 풀이된다.	True	64	66	23	25
5200	따라	주식형 펀드도 현행대로라면 국외주식형은 1등급, 국내주식형은 2등급 식으로 단순 분류되지만, 새 방식은 펀드 유형에 상관없이 분산투자 정도와 투자지역의 특성에 따라 1~3등급으로 나눠진다.	노인 인구 증가에 따라 용인시는 올해 노인복지사업에 197억원의 예산을 투입해 노인 복지 시설을 확충한다는 계획을 세웠다.	True	89	91	10	12
5201	보인	10월 초 가을호 발행을 앞두고 있는 곤충지는 점점 늘어가는 국내 아마추어 곤충학자들의 사랑방이 될 것으로 보인다.	사실상 특검후보를 추리는 데 여·야·유가족 3자 협의가 이뤄질 것으로 보인다.	True	60	62	39	41
5202	맞	이런 틀에서 만약 3만7000명이 넘는 세계지리 수험생 가운데 절반이 맞힌 3점짜리 8번 문제를 다 맞는다고 동점 처리하면 그 과목의 평균 점수가 올라가고, 그리되면 다른 사회 과목에 비해 세계지리 난도가 낮아져 세계지리 택한 수험생들의 표준점수가 낮아진다.	그 원리는 30여년 동안 자본주의를 이끌다가 최악의 위기를 맞았다.	False	56	57	33	34
5203	보인	2년 연장된 감세법안의 2012년 말 만료시한은 다음 대통령선거 직후가 된다는 점에서, 감세와 재정적자 문제는 다음 대선에서 가장 중요한 이슈가 될 것으로 보인다.	이 발췌본은 노무현 전 대통령의 방북을 수행한 김만복 당시 국정원장이 만들어 국정원에 보관했다던 그 기록물로 보인다.	True	87	89	61	63
5204	뛰	호평도 만만치 않아 “가슴을 다시 뛰게 만든 영화다” “우상의 외로움을 이해한다” “도대체 어디 가서 볼 수 있느냐”는 전화가 영화사에 걸려온다고 한다.	"남상만 서울시관광협회장은 ""발권수수료를 없애는 대신 그 수익을 소비자에게 돌려주겠다는 항공사들 주장은 눈속임에 불과하며, 결국 모든 부담은 소비자에 전가될 것""이라며 ""청년 일자리 창출을 위해 모두 뛰고 있는데 항공사들은 이기주의적 행태로 이런 분위기에 역행하고 있다""고 말했다."	False	19	20	111	112
5205	맞	1945년 4월 미국 전략첩보국 특수무기반을 수료한 뒤 이범석 장군 휘하에서 출동명령을 기다리다 광복을 맞았고 1946년 귀국해 청주에 정착했다.	군 당국은 북한 공군이 최근 하계 전투검열기간을 맞아 출격훈련을 활발히 하는 것으로 분석하면서도 만일의 사태에 철저히 대비하고 있다.	True	58	59	27	28
5206	달	"""내가 지금 달고 있는 댓글이 모니터 너머의 누군가에게 격려와 칭찬이 된다면 더 나은 세상이 이뤄지겠죠."	김정은의 북한은 이제 돈이나 달라고 징징대는 말썽꾸러기(trouble maker)가 아니다.	False	7	8	16	17
5207	써	2009년 사이토씨는 자신의 이야기를 담담하게 써 내려간 자서전 '필담 호스티스'를 출간했다.	수천·수만 명의 아마추어 지원자들 사이에서 뽑힌 '기적의 주인공'이 써 나간 성장 스토리는 대중에게 감동을 줬다.	True	26	27	38	39
5208	밀려	"하지만 라이 전 차관은 ""베트남의 토종 통신 업체들은 최근 중국에 밀려 힘을 잃어가고 있다""면서 ""까닥하면 한국도 중국에 모든 것을 잃을 수 있으니 정신 바짝 차려야 한다""고 했다."	이런 흐름에 밀려 당시 3선 이상 의원 16명을 포함해 27명의 현역 의원이 불출마를 선언했다.	False	37	39	7	9
5209	쓰	앞면에는 직사각형 안에 ‘단산오옥(丹山烏玉)’으로 판독되는 명칭을 쓰고 주위에 물결무늬를 새겼다.	[그것은 이렇습니다] Q: 우리가 일본표준시를 쓰기 때문에 실제 시간이 30분 차이 난다는데?	False	37	38	26	27
5210	보인	원 전 원장이 구속됨에 따라 국정원의 선거·정치 개입 의혹 사건의 재판에서 원 전 원장의 방어권이 크게 제약될 것으로 보인다.	이에 따라 한·중 간 사드 외교전은 당분간 잠복 모드를 유지할 것으로 보인다.	True	66	68	39	41
5211	들	예를 들어 아반떼급 승용차의 휘발유차는 1500만 원, 배터리형은 3000만 원, 휘발유와 배터리를 같이 쓰는 하이브리드는 3500만 원인 데 비해 온라인 충전 방식은 1400만 원이면 생산이 가능하다.	전문가들은 이번 AI가 사람 및 차량 이동에 의한 2차 감염 가능성이 높은 씨오리 농장과 종계농장에서 집중 발생한 점을 들어 농가 차원의 방역에 허점이 있다는 지적을 내놓고 있다.	True	3	4	67	68
5212	보이	문제는 이를 수습할 중심 인물도, 방안도 마땅히 보이지 않는다는 점이다.	이런 MLS가 폭발적인 관중 증가를 보이면서 미국 프로 스포츠에도 지각 변동이 일어나고 있다.	False	27	29	20	22
5213	보인	큰 나이 차이로 인한 세간의 따가운 시선을 극복한 이들 부부에게 프랑스 퍼스트 레이디의 전통을 깨는 것은 대수롭지 않아 보인다.	동유럽 쪽에 선제적인 무기 비축은 미국의 개입에 대한 신뢰의 징표로 작용할 것이며, 1961년 베를린 위기 뒤 미국이 배치했던 ‘베를린여단’이 수행했던 것과 같은 억지력으로 작용할 것으로 보인다.	True	67	69	105	107
5214	보여	(대북정책을 비판하는) 강한 주장이 매우 많아졌다”며 “환추시보의 평론은 지금 논쟁이 ‘진짜’라는 걸 보여준다”고 평가했다.	“I will show you my ability(내가 먼저 능력을 보여줄게).”	True	57	59	38	40
5215	써	주진오 한국교과서집필자협의회 회장(상명대 역사콘텐츠학과 교수)은 “역사학자들이 반대한 ‘자유민주주의’나 ‘한반도의 유일한 합법정부’라는 부분은 꼭 써야 한다고 해놓고, 민주화 운동에 대해서는 뒤늦게 문제가 되니까 ‘대강화(요약) 원칙’이라고 핑계를 대고 있다”며 “꼭 들어가야 하는 내용은 국편 위원장이 구두로 할 게 아니라 집필기준에 명시돼야 하기 때문에 재고시가 필요하다”고 지적했다.	"어머니는 ""너만 없으면 도망갔다""며 어린 이씨에게 악을 써댔다."	False	82	83	31	32
5216	꾸	가수 복귀에 대한 꿈을 꾸게 되면 사업을 제대로 못 할 것 같았죠.	"이강산씨의 손자는 2006년 7월 선양 총영사관에 보낸 편지에서 ""더 이상 중국에서 살 수도 없어서 밤마다 악몽을 꾸면서 하루하루를 공포 속에서 보내고 있다. 저의 살길은 할아버지의 고향 대한민국밖에 없다""며 한국 정부의 도움을 호소했었다."	True	13	14	64	65
5217	보인	그러나 정 전 비서관이 오랜 친구인 노 전 대통령을 사지로 몰아넣을 진술을 할 가능성은 낮아 보인다.	허브가 될 만한 실세도, 소그룹도 여럿인 친박에서 간접적으로라도 최씨를 모르기는 매우 어려워 보인다.	True	52	54	52	54
5218	들	이달 들어 시엠에이와 신용카드 연계 상품 판매가 가능한 가운데, 우리투자증권의 서비스도 눈길을 끌고 있다.	북한이 해명한 '긴급 방류'의 이유로 감안할 수 있는 상황으로는 댐 균열 등을 들 수 있다.	False	3	4	44	45
5219	맞	"그는 CNN 인터뷰에서 ""밀수꾼들은 먹을 것도 주지 않고 때리고 학대했다""며 ""여기 있는 사람 대부분은 몸에 맞은 자국이 있거나 신체 일부가 훼손됐다""고 했다."	차기작인 <빅매치>가 액션영화인 탓에 요즘 ‘때리고 맞는’ 연기에 몰입 중이라는 그는 댄스영화, 액션영화에 이어 이젠 멜로연기에도 도전하고 싶다고 말했다.	True	61	62	29	30
5220	쓴	사범계열의 한 교수는 “석·박사 학생이 학위논문을 쓴 뒤 지도교수를 교신저자로 넣어 학술지에 발표하는 경우는 있지만 지도교수가 논문에 단초를 제공했더라도 자신이 단독 저자로 해당 논문을 발표하는 경우는 없다”며 “학계의 암묵적 관행을 고려해 봐도 죄질이 나쁘다”고 말했다.	가라만테스인들은 제국이 최고로 융성했던 600년 동안에만 300억 갤런(1135억ℓ)의 물을 지하관개수로에서 퍼올려 쓴 것으로 추정된다.	False	28	29	65	66
