source	acceptability_label	source_annotation	sentence
T06284	0	*	아무 책도 읽은 모든 학생들은 합격했다.
T06285	0	*	철수가 진심으로를 운동장에서 달리고 싶었다.
T06286	1		인호는 영어학의 공부를 이십대의 목표로 삼았다.
T06286	0	*	인호는 영어를 공부를 이십대의 목표로 삼았다.
T06287	1		하수구가 쓰레기로 막혔다.
T06287	0	*	하수구가 쓰레기로 인호에 의해 막혔다. 
T06288	1		그 학교는 인문대학이 여학생이 취직이 잘 된다.
T06288	0	??	그 학교는 인문대학이 여학생들이 데모하고 있다. 
T06289	1		영희가 학생들이 각각 똑똑하다고 생각한다.
T06289	0	*	학생들이 영희가 각각 똑똑하다고 생각한다.
T06290	1		영희는 지금 서울에 산다.
T06290	0	*	영희는 과거에 서울에 산다.
T06291	1		어디에서 선아가 아무도 만나지 않았니?
T06291	0	*	선아가 아무도 어디서 만나지 않았니?
T06292	0	??	철수의 구두는 항상 잘 반짝인다.
T06293	1		철수가 솔직히 머리가 길다.
T06293	0	*	철수가 머리가 솔직히 길다.
T06294	1		철수가 더 이상 노래를 하면, 모두 떠날 것이다.
T06294	0	*	철수가 더 이상 노래를 하면, 모두 춤을 출 것이다.
T06295	1		그는 책을 누구에게인가 몰라도 주었다.
T06295	0	?	그는 누구로부터인가 몰라도 편지를 받았다.
T06296	1		민호가 미국에 공부하러 갔더니, 수미도 그랬다.
T06296	0	*	민호가 미국에 공부하러 갔더니, 수미도 미국에 그랬다.
T06297	1		누가 누굴 언어학에 정통하다고 생각합니까?
T06297	0	*	언어학에 정통하다고 생각하는 것은 누가 누가입니까?
T06298	1		누구도 안 왔다.
T06298	0	*	누구라도 안 왔다.
T06299	1		어제부터 지금까지 영희는 창문을 닦고 있다.
T06299	0	*	어제부터 지금까지 영희는 창문을 닦고 있었다.
T06300	1		영희는 생선회를 잘 안 먹는다.
T06300	0	*	영희는 생선회를 안 잘 먹는다.
T06301	1		모든 여비서는 그녀가 똑똑하다고 생각한다.
T06301	0	*	모두는 그녀가 똑똑하다고 생각한다.
T06302	1		아버님께서 영희를 만나시기는 했다.
T06302	0	?*	아버님께서 영희를 만나기는 하셨다.
T06303	1		순희가 꽃을 장미를 한 송이 샀다.
T06304	1		지훈은 철수에게 그 사과가 먹히게 했다.
T06304	0	?	지훈이가 철수에게 민호를 술을 먹이게 했다.
T06305	1		역에 있는 사람들이 기차를 기다리고 있었다.
T06305	0	*	역에 사람들이 기차를 기다리고 있었다.
T06307	1		민호가 지희에게밖에 앉게 안 했다.
T06307	0	*	민호가 지희에게밖에 안 앉게 했다.
T06309	1		철수가 다리를 차였다.
T06310	1		누구를 너는 자기의 부모조차 미워한다고 생각하니?
T06311	1		돌이가 책이 출판되었다.
T06311	0	*	순희가 돌이를 책을 찢었다.
T06312	1		철수에게 서랍에 돈이 있다.
T06312	0	*	서랍에 철수에게 돈이 있다.
T06313	1		철수가 만난 것은 이 여자이다.
T06313	0	*	이 여자는 철수가 만난 것이다.
T06314	0	*	인호는 그 여자를 졸았다고 생각한다.
T06315	1		인부들이 그곳을 삼 미터를 팠다.
T06315	0	??	인부들이 삼 미터를 그곳을 팠다.
T06316	1		민지가 물을 많이 줘 그 나무가 쑥쑥 자라게 하였다.
T06316	0	*	민지가 물을 많이 줘 그 나무에게 쑥쑥 자라게 하였다.
T06317	1		철수가 자기를 좋아한다.
T06317	0	*	내가 자기를 좋아한다.
T06318	0	*	그 남자가 영희를 좋아하는 것이 같다.
T06320	1		너는 그가 무슨 이유로 쓴 편지를 읽었니?
T06321	1		영희가 예쁘지가 않다.
T06321	0	*	영희가 예쁘기가 하다.
T06322	1		철수가 사과가 먹고 싶다.
T06322	0	?	철수에게 사과가 먹고 싶다.
T06323	1		영희가 이 분을 울었다.
T06323	0	*	영희가 이분이 울었다.
T06324	1		강이 단단하게 얼었다.
T06325	1		철수는 순희가 천재임을 믿었다.
T06325	0	*	철수는 순희를 천재임을 믿었다.
T06326	1		인호는 방에 앉아 있다.
T06326	0	?	인호는 방에서 앉아 있다.
T06327	1		충무공을 한 마디로 말하면, 충무공은 민족의 영웅이다.
T06327	0	*	충무공을 한 마디로 말하면, 충무공이 민족의 영웅이다.
T06328	1		철수는 영희가 무엇을 하기 전에 집을 나갔니?
T06329	1		거리에 사람들이 많다.
T06330	1		철수가 전혀 영화를 안 볼 수 있다.
T06331	1		철수가 아파 보인다.
T06331	0	*	철수가 아파 본다.
T06332	1		철수가 목이 쉬도록 외쳤다.
T06332	0	??	철수가 목이 쉬게 외쳤다.
T06333	1		그는 누구와나 춤을 추었다.
T06333	0	??	그는 누구나와 춤을 추었다.
T06334	1		나는 누구에게나 책을 주었다.
T06334	0	??	나는 누구나에게 책을 주었다.
T06335	1		철수가 담배를 샀는데 디스를 안 샀다.
T06335	0	*	철수가 어떤 담배도 디스를 안 샀다.
T06336	1		민호는 집을 팔지 않고 싶다.
T06336	0	*	민호는 집이 팔지 않고 싶다.
T06337	1		한국 팀이 이겼다고 말했나?
T06337	0	*	한국 팀이 이겼다 말했나?
T06338	1		도둑이 순경에 의해 잡혔다.
T06338	0	*	도둑이 순경에 저절로 잡혔다. 
T06339	1		영희가 철수를 쫓아냈다.
T06339	0	*	영희가 철수를 쫓아서 냈다.
T06340	1		인호가 공항으로 서둘러 떠났다.
T06340	0	*	인호가 공항에 서둘러 떠났다.
T06342	1		그만 일어나시지요.
T06342	0	*	그만 일어나시잖아요.
T06343	1		철수는 나에게 내가 그거 좋더냐고 물었다.
T06343	0	*	철수는 나에게 순이가 그거 좋더냐고 물었다.
T06344	1		나는 그 아이들을 도서관에서들 만났다.
T06344	0	*	네가들 그 아이들을 만났니?
T06345	1		자기의 동생을 그가 좋아한다.
T06346	1		그는 누구와도 춤을 추었다.
T06346	0	*	그는 누구도와 춤을 추었다.
T06347	1		철수는 영희를 의사로 생각한다.
T06347	0	*	철수는 영희가 의사로 생각한다.
T06348	1		아무라도 오면 나에게 알려줘.
T06348	0	*	아무도 오면 나에게 알려줘.
T06349	1		철수가 동생이 차를 팔았다.
T06349	0	?*	차를 철수가 동생이 팔았다.
T06350	1		철수와 영희는 서로에게 선물을 주었다.
T06351	1		영희가 강을 완전히 헤엄쳐 건넜다.
T06351	0	*	영희가 완전히 헤엄쳤다.
T06352	1		영희가 사과를 먹어만 보았다.
T06352	0	*	영희가 약속을 까아만 먹었다.
T06353	1		철수가 약속을 어기기를 했니 아니면 거짓말을 하기를 했니.
T06353	0	*	철수가 약속을 어기기가 했니 아니면 거짓말을 하기가 했니.
T06354	1		철수도 늙고, 영희도 늙고, 세상에 모든 사람은 다 늙는다. 
T06354	0	??	철수도 늙었고, 영희도 늙었고, 세상에 모든 사람은 다 늙었다. 
T06355	1		철수가 아무도 만난 것 같지 않다.
T06355	0	*	철수가 아무도 만난 것 같다.
T06356	1		걔, 가족은 아빠, 엄마, 그리고 정대야.
T06356	0	??	걔는 가족 아빠, 엄마, 그리고 정대야.
T06357	1		고기가 피라미가 잡혔다.
T06357	0	*	고기가 피라미를 잡혔다.
T06358	1		영희가 사망은 아직 안 하였다.
T06358	0	?*	영희가 피곤은 아직 안 하였다.
T06359	1		학교에서, 영희가 어제 그 사실을 말했다.
T06359	0	*	학교, 영희가 어제 그 사실을 말했다.
T06361	1		나는 자전거를 한 시간을 타고 싶었다. 
T06361	0	*	나는 자전거를 한 시간이 타고 싶었다. 
T06362	1		우리는 철수를 복잡한 서울역 앞에서 만났다.
T06362	0	*	우리는 철수를 서울역 복잡한 앞에서 만났다.
T06363	1		두 번의 소포가 왔다.
T06363	0	*	두 번의 형사가 왔다.
T06364	1		나는 철수가 뛰었다고 생각한다.
T06364	0	*	나는 철수를 뛰었다고 생각한다.
T06365	1		너는 나한테 지수가 떠났는지를 물었다.
T06365	0	*	너는 나한테 지수가 떠났는지가 물었다.
T06366	1		영수가 사과를 세 개 먹었다.
T06367	1		내가 그 과자들을 현아에게 먹였다.
T06367	0	*	내가 그 과자들을 현아에게들 먹였다.
T06368	1		철수가 똑똑하다면 왜 대학에는 못 갔니?
T06368	0	*	철수가 똑똑하면 왜 대학에는 못 갔니? 
T06369	1		적이 도시를 철저하게 파괴했다.
T06370	1		학생이라고 생각하는 어떤 사람이 왔다.
T06370	0	*	학생이라고 어떤 사람이 왔다.
T06371	1		아무도 철수를 만나지 않은 것 같다.
T06371	0	*	아무도 철수를 만난 것 같다.
T06372	1		내일 학교에 가마.
T06372	0	*	학교에 가는마.
T06373	1		영희는 민호가 무엇을 샀는지 안다.
T06373	0	*	영희는 민호가 가방을 샀는지 안다. 
T06374	1		학생이 오전에 세 명 도착하였다. 
T06374	0	??	학생이 세 명 오전에 도착하였다.
T06375	0	*	철수가 저녁을 다 먹기는 먹었다.
T06376	0	*	철수가 빨리를 달렸다.
T06377	0	#	이 선을 넘다가는 발포하겠다. 
T06378	0	??	모든 사람 왔니?
T06379	1		철수가 그 논문을 읽지 않은 것이 분명해 보였다.
T06379	0	*	철수가 그 논문을 읽지 않은 것 분명해 보였다.
T06380	1		철수는 왠지 춤을 추고 싶다.
T06380	0	*?	철수는 왠지 춤을 추었다.
T06381	1		아무 책도 이번에는 안 사기가 어려웠다.
T06381	0	?*	아무 책도 이번에는 사기가 안 어려웠다.
T06382	1		나는 앉아서 아무 책이라도 읽었다.
T06382	0	*	나는 앉아서 아무 책도 읽었다.
T06383	1		대부분의 사람이 왔니?
T06384	1		그 사람이 화를 나게 하잖아요.
T06384	0	*	그 사람이 화를 나게 하지요.
T06385	1		그가 책을 준 것은 영희에게이다.
T06385	0	?	그가 춤을 춘 것은 영희와이다.
T06386	1		동수로부터 아무 소식이라도 들었니?
T06386	0	*	동수로부터 아무 소식도 들었니?
T06387	1		비행기가 활주로에 점점 내려왔다.
T06387	0	*	비행기가 활주로에 점점 내렸다.
T06389	1		새가 나무에 내려앉았다.
T06389	0	*	새가 나무에 내려서 앉았다.
T06390	1		수지가 시험에 합격했다.
T06391	1		철수와 영희가 서로를 보았다. 
T06391	0	*	철수와 영희를 서로가 보았다. 
T06392	1		영희는 철수가 어제 거기에서 만났다.
T06392	0	*	철수가 어제 거기에서 영희는 만났다.
T06393	1		철수가 아무도 바보처럼, 천재라고 생각하지 않았다.
T06393	0	*	철수가 아무도 바보처럼, 천재가 아니라고 생각한다.
T06395	1		철수는 김 교수가 칭찬하고 이 교수가 꾸짖었다.
T06395	0	*	철수는 김 교수가 칭찬하고 이 교수가 영희를 꾸짖었다.
T06397	0	??	철수가 동생이 일부러 달린다.
T06398	1		위원회가 우수 학생들을 장학금을 주었다.
T06398	0	??	위원회가 장학금을 우수 학생들을 주었다.
T06399	1		철수한테, 영희가 어제 그 사실을 말했다.
T06399	0	*	철수, 영희가 어제 그 사실을 말했다.
T06400	1		어머니가 예쁘다.
T06400	0	*	어머니가 얼굴을 예쁘다.
T06401	1		이곳은 수지만의 비밀 장소다.
T06401	0	*	이곳은 수지의만 비밀 장소다.
T06402	1		우리 열심히 공부를 하자.
T06402	0	*	나는 열심히 공부를 하자.
T06403	1		학교에 가라.
T06403	0	*	학교에 갔라.
T06404	0	?*	철수가 여동생 예쁘다.
T06405	1		윤아는 언니도 오빠도 다 있다.
T06405	0	*	수는 언니도 오빠도 아무도 있다.
T06406	1		철수는 영희를 사랑한다고 말했다.
T06406	0	*	철수는 영희가 사랑한다고 말했다.
T06408	1		밥을 그 사람이 먹었다.
T06408	0	*	밥을 그 사람 먹었다.
T06410	1		우리 학교의 바로 앞에만 서점이 많고 뒤에는 전혀 없다.
T06410	0	*	우리 학교의 바로 앞에는 서점이 많다.
T06412	1		순희가 철수의 뺨을 때렸다.
T06412	0	*?	순희가 철수를 뺨 때렸다.
T06413	1		영희가 생선을 구워 먹었다.
T06413	0	*	영희가 빵을 생선을 구워 먹었다.
T06414	1		감자가 가득 쌓여 있다. 
T06414	0	*	감자들이 가득 쌓여 있다. 
T06417	1		책을 철수가 노점에서 샀다.
T06417	0	?*	책 철수가 노점에서 샀다.
T06418	0	*?	민호가 일부러 밥을 잘 먹는다.
T06419	1		그는 책을 누구에게나 주었다.
T06419	0	??	그는 책을 누구나에게 주었다.
T06420	1		그 강이 바닥이 보이도록 말랐다.
T06420	0	??	그 강이 바닥이 보이게 말랐다.
T06421	1		학생이 책을 세 명이 세 권 읽었다. 
T06421	0	??	학생이 책을 세 권 세 명이 읽었다.
T06422	1		인호의 아버지께서 TV를 보고 계시다.
T06422	0	*?	인호는 아버지께서 TV를 보고 계시다. 
T06423	1		철수를 자기의 친구가 때렸다.
T06423	0	?*	철수를 자기의 친구는 때렸다.
T06424	0	*	처신을 너 잘해야 한다. 
T06426	1		철수와 영희는 논문을 열심히들 읽었다.
T06426	0	*	철수는 논문을 열심히들 읽었다.
T06427	1		아이가 울었다.
T06427	0	*	철수가 아이에게 울렸다.
T06428	1		철수가 공원에서 밥 먹었다.
T06428	0	*	철수가 밥 공원에서 먹었다.
T06429	1		새는 하늘을 난다.
T06429	0	*	새들은 하늘을 난다.
T06430	1		철수가 혼자서 잡혔다.
T06430	0	?*	철수가 혼자서 만나졌다.
T06431	1		영희가 나가자 철수도 나갔다.
T06432	1		그 사람이 오늘 못 온 것은 아파서이다.
T06432	0	?	그 사람이 오늘 못 온 것은 아프니까이다.
T06433	1		네가 배가 고프거든 밥을 먹어라.
T06433	0	??	내가 배가 고프거든, 밥을 주어라. 
T06434	1		사과를 학생들이 세 개를 세 명이 먹었다. 
T06434	0	?*	사과를 학생들이 세 개 세 명이 먹었다. 
T06435	1		화자 A: 철수가 사과를 먹었다./ 화자 B: 영희도였어.
T06435	0	*	화자 A: 철수가 사과를 먹었어. / 화자 B: 영희도 했어.
T06436	0	*	영희는 어제 창문을 닦는다.
T06437	1		철수는 그가 정직하다고 생각한다.
T06437	0	*	철수는 그를 정직하다고 생각한다.
T06438	1		영희가 그 설거지를 부엌에서 하였다.
T06438	0	(*)	영희가 부엌에서 그 설거지를 하였다.
T06439	1		철수가 영어를 공부했다.
T06439	0	*	철수가 영어를 안 공부했다.
T06440	1		철수는 거의 집에 다 왔다.
T06440	0	?	철수는 거의 집에 다 못 왔다.
T06441	1		얼음이 햇살에 녹았다.
T06441	0	*	얼음이 인호에 의해 녹았다.
T06443	1		그는 뱀이 무섭지 않게 되고 싶다.
T06443	0	*	그는 뱀을 무섭지 않게 되고 싶다.
T06444	1		아버님은 영희가 걱정스럽다.
T06444	0	*	아버님은 영희가 걱정시었다.
T06445	1		철수가 서랍에 그 돈을 가지고 있다.
T06445	0	*	철수가 서랍에 그 돈이 있다.
T06446	0	*	적군이 그 도시의 파괴를 하였다.
T06447	0	*	철수는 시를 서로에게 읽어 주고 윤아는 소설을 설에게 읽어 주었다. 
T06450	1		아이들이 공원에서 즐겁게 공놀이들을 했다.
T06450	0	#	아이들이 공원에서들 즐겁게 공놀이를 했다.
T06451	1		그의 얼굴이 까매지고 있었다.
T06451	0	*	그의 얼굴이 까맣고 익었다.
T06452	1		철수는 오사카에 가고 영희는 도쿄에 갔는데 각각 갔다.
T06452	0	*	철수는 오사카에 각각 가고 영희는 도쿄에 각각 갔다 갔다.
T06453	1		누가 열 명도 만나지 않았니?
T06453	0	*	열 명도 누구를 만나지 않았니?
T06454	1		철수가 책을 두 권을 빠른우편으로 영희에게 보냈다. 
T06454	0	?*	철수가 책을 두 권 빠른우편으로 영희에게 보냈다. 
T06455	1		철수가 영희를 좋아하고 싶다.
T06455	0	*	철수가 영희가 좋아하고 싶다. 
T06456	0	*	철수가 순희가 바보처럼 천재라고 생각한다.
T06457	1		철수가 영희에게 그림을 주었다.
T06457	0	*	철수가 영희를 그림을 주었다.
T06459	1		한 시간 안에 철수가 편지를 영희에게 썼다.
T06459	0	?*	한 시간 안에 철수가 편지, 영희에게 썼다.
T06460	1		인호는 공원에 도착했다.
T06460	0	??	인호는 공원으로 도착했다.
T06461	0	*	철수가 하와이에 떠났다.
T06462	1		철수가 서점에서 책 샀다.
T06462	0	??	철수가 책 서점에서 샀다.
T06463	1		내가 아무라도 보면 알려 주겠다.
T06463	0	*	내가 아무도 보면, 알려 주겠다.
T06464	1		미나가 시장까지 갔다.
T06464	0	?*	미나가 시장까지를 갔다.
T06465	1		깃발이 천천히 올라갔다.
T06465	0	??	깃발이 천천히 올랐다.
