ID	sentence	question	1	2	Answer
1882	달리기 대회에서 부정행위를 한 것이 들통났다.	결과	달리기 1등을 했다.	실격을 당했다.	2
1883	방을 치웠다.	원인	방이 더러웠다.	방이 깨끗했다.	1
1884	알코올로 물건을 닦는다.	결과	물건이 탈색된다.	물건이 소독된다.	2
1885	현미경으로 미생물을 관찰했다.	결과	미생물이 매우 크게 보인다.	미생물이 매우 작게 보인다.	1
1886	여성이 널어둔 빨래를 급하게 걷기 시작했다.	원인	갑자기 비가 많이 내리기 시작했다.	갑자기 해가 나기 시작했다.	1
1887	그녀가 햄버거를 먹지 않는다.	원인	그녀는 패스트푸드만 먹었다.	그녀는 슬로우푸드만 먹었다.	2
1888	친구는 힌두교다.	결과	친구는 돼지고기를 먹는다.	친구는 소고기를 먹는다.	1
1889	영화를 감상했다.	원인	영화관에 갔다.	소방서에 갔다.	1
1890	여자는 채식주의자이다.	결과	여자가 두부를 먹었다.	여자가 돼지고기를 먹었다.	1
1891	식물이 시들시들해졌다.	원인	식물이 햇빛을 충분히 받지 못했다.	식물에게 충분한 물을 주었다.	1
1892	더위를 먹었다.	원인	장시간 야외활동을 했다.	야외활동을 하지 않았다.	1
1893	감기에 걸려서 약을 먹었다.	결과	기침이 심해졌다.	감기가 나았다.	2
1894	악몽을 꾸었다.	원인	밤에 일찍 잠들었다.	잔인하고 소름끼치는 공포영화를 보았다.	2
1895	아빠는 아이를 유모차에 태웠다.	원인	아이는 스스로 걷기 시작했다.	아빠는 아이를 안고 다니는 것에 지쳤다.	2
1896	여자는 친구의 행동을 이해했다.	원인	여자는 친구가 힘든 시기를 겪고 있다고 생각했다.	여자는 친구가 자신을 이용하고 있다고 느꼈다.	1
1897	최은영 작가의 소설이 젊은 작가상 수상작품집에 실렸다.	원인	최은영 작가가 김승옥 문학상을 수상했다.	최은영 작가가 젊은 작가상을 수상했다.	2
1898	한 여성이 복권에 당첨되었다.	결과	여성은 부유해졌다.	여성은 돈을 빌렸다.	1
1899	공사를 하는데 유물이 발굴되었다.	결과	공사가 중단되었다.	공사를 시작했다.	1
1900	침대에 깔려 있는 전기장판의 전원을 켰다.	결과	이불 속이 따뜻해졌다.	이불 속이 차가워졌다.	1
1901	학생이 반 친구한테 자신의 성적을 자랑했다.	원인	학생이 모든 과목에서 만점을 받았다.	학생이 모든 과목에서 낙제를 했다.	1
1902	여자의 연락처가 바뀌었다.	원인	여자가 휴대폰을 새로 개통했다.	여자가 휴대폰을 바닥에 떨어뜨렸다.	1
1903	손가락에 과자 부스러기가 묻었다.	원인	손가락으로 과자를 집어먹었다.	손가락으로 초콜릿을 집어먹었다.	1
1904	커피 세 잔을 마셨다.	결과	밤에 잠이 오지 않았다.	케이크를 먹었다.	1
1905	핸드폰을 실수로 세탁기에 넣고 돌렸다.	결과	핸드폰이 새 것처럼 잘 작동된다.	핸드폰이 침수되어 고장났다.	2
1906	여성은 수면 클리닉에 방문했다.	원인	여성은 기흉이 있다.	여성에게는 불면증이 있다.	2
1907	나는 중식당에 방문했다.	결과	나는 초밥을 주문했다.	나는 훠궈를 주문했다.	2
1908	독이 있는 식물을 만졌다.	결과	피부에 발진이 생겼다.	식물을 손질했다.	1
1909	길거리에 지렁이가 기어다닌다.	원인	비가 내렸다.	눈이 내렸다.	1
1910	우리팀이 역전승을 거두었다.	원인	우리팀의 마지막 타자가 홈런을 쳤다.	우리팀의 마지막 타자가 실책을 했다.	1
1911	남자는 입냄새가 난다.	결과	남자는 양치를 했다.	남자는 발치를 했다.	1
1912	달팽이가 주황색 똥을 쌌다.	원인	달팽이가 당근을 먹었다.	달팽이가 상추를 먹었다.	1
1913	구역질을 했다.	원인	비위가 상했다.	속이 편안했다.	1
1914	학생은 몸이 아파 조퇴를 했다.	결과	학생은 학교에 지각했다.	학생은 집으로 돌아갔다.	2
1915	소년이 소녀에게 메시지 답장을 보냈다.	원인	소녀가 소년에게 메시지를 보냈다.	소년이 휴대폰을 바꾸었다.	1
1916	바닥을 물걸레로 닦았다.	결과	바닥에 신발 자국이 났다.	바닥이 깨끗하게 반짝거린다.	2
1917	누군가가 바닥에 껌을 뱉었다.	결과	신발 밑창에 껌이 붙었다.	껌으로 풍선을 불었다.	1
1918	청바지에 구멍이 났다.	원인	청바지 지퍼를 올렸다.	길에서 넘어졌다.	2
1919	아이가 바닥에 과자 부스러기를 떨어뜨렸다.	결과	아이는 과자를 먹었다.	아이는 부스러기를 치웠다.	2
1920	남자가 눈썹을 치켜 올렸다.	원인	남자가 놀랐다.	남자가 낙담했다.	1
1921	비둘기가 창문에 부딪혔다.	결과	창문을 깨끗하게 청소했다.	창문 쪽에서 소리가 났다.	2
1922	나는 물을 무서워한다.	원인	나는 수영을 잘한다.	나는 수영을 잘하지 못한다.	1
1923	통장 잔고가 늘어났다.	원인	월급을 받았다.	세금을 냈다.	1
1924	친구와 말다툼을 했다	결과	친구와 사이가 멀어졌다	친구를 사귀게 되었다	1
1925	배가 많이 고프다.	원인	평소보다 운동을 열심히 했다.	하루종일 움직이지 않았다.	1
1926	발에 물집이 생겼다.	원인	오랫동안 걸었다.	오랫동안 앉아있었다.	1
1927	여자가 티라미슈를 급하게 먹었다.	결과	여자가 사레 들렸다.	여자가 하품을 했다.	1
1928	키보드 자판 소리가 크다.	결과	키스킨을 씌웠다.	키보드 자판을 뽑았다.	1
1929	머리가 말랐다.	원인	헤어드라이기로 머리를 말렸다.	고데기로 머리에 컬을 넣었다.	1
1930	갑자기 기침이 났다.	원인	연기를 들이마셨다.	콧물이 났다.	1
1931	TV가 재미없다.	결과	TV를 껐다.	TV를 녹화한다.	1
1932	신호등이 노란색으로 바뀌었다.	결과	운전자가 차를 멈춘다.	운전자가 차의 속도를 높인다.	2
1933	남성이 바닥을 걸레로 닦는다.	원인	바닥이 깨끗해진다.	바닥에 음식을 흘린다.	2
1934	여자가 폴댄스를 배우기 시작했다.	결과	여자의 균형감각이 좋아졌다.	여자의 몸이 허약해졌다.	1
1935	남자가 국토순례를 끝냈다.	결과	남자의 살이 하얘졌다.	남자의 살이 탔다.	2
1936	춤을 추던 여자가 인상을 찌푸렸다.	원인	춤을 추던 남자가 여자의 발을 밟았다.	춤을 추던 남자가 여자와 반갑게 인사했다.	1
1937	족집게로 가시를 집어 꺼냈다.	원인	가시를 보았다.	가시가 살에 박혔다.	2
1938	아이가 마스크를 썼다.	원인	아이는 울고 있다.	아이는 감기에 걸렸다.	2
1939	생선을 손질했다.	결과	낚시를 갔다.	손에서 비린내가 난다.	2
1940	사진을 사진관에 가 직접 인화했다.	원인	필름 카메라로 사진을 찍었다.	디지털 카메라로 사진을 찍었다.	1
1941	상점의 문을 닫았다.	원인	상점 안에 사람이 가득 차 있었다.	상점 운영 종료 시간이 되었다.	2
1942	물감이 묻은 붓을 깨끗한 물에 적셨다.	결과	붓의 물감이 굳어 딱딱해진다.	붓의 물감이 씻겨나간다.	2
1943	도끼로 나무를 내리쳤다.	결과	나무가 자랐다.	나무가 쓰러졌다.	2
1944	물병의 물을 모두 마셨다.	결과	물병에 물이 가득 차 있다.	물병이 비어있다.	2
1945	시골에 청년이 남지 않았다.	원인	청년들이 모두 도시로 이동했다.	시골에 아이들이 많이 태어났다.	1
1946	발가락이 부러졌다.	원인	문에 발가락을 찧었다.	깁스를 했다.	1
1947	여자가 큰소리로 아이들을 집중시켰다.	원인	아이들이 시끄럽게 떠들었다.	아이들이 조용히 기다린다.	1
1948	여성이 서류에 도장을 찍었다.	원인	여성은 서류 내용에 동의했다.	여성은 서류 내용에 동의하지 않았다.	1
1949	비행기가 하늘 높이 날아오르고 있다.	결과	눈썹이 휘날린다.	귀가 먹먹해진다.	2
1950	이불 빨래를 했다.	원인	이불을 잘 말렸다.	이불에 주스를 쏟았다	2
1951	밀가루가 뭉쳐졌다.	원인	밀가루에 물을 부었다.	밀가루를 접시에 부었다.	1
1952	아이의 신발끈이 풀렸다.	원인	아이가 놀이터에서 뛰어다녔다.	아이가 신발끈을 묶었다.	1
1953	시간이 지나니 젖은 머리카락이 저절로 말랐다.	원인	머리카락이 물을 흡수했다.	물이 증발했다.	2
1954	아이는 다리를 긁었다.	원인	모기가 아이의 다리를 물었다.	모기가 아이의 팔을 물었다.	1
1955	플레인요거트에 청포도를 넣었다.	결과	체리 요거트가 되었다.	청포도 요거트가 되었다.	2
1956	팔이 빨갛게 부어 오르고 간지럽다.	원인	벌레에 물렸다.	약을 바른다.	1
1957	여성이 택배를 받았다.	원인	여성은 필요한 물건을 인터넷에서 구매했다.	여성은 필요한 물건을 직접 사왔다.	1
1958	사랑하는 사람과 손을 잡았다.	결과	손에 붕대를 감았다.	가슴이 두근거린다.	2
1959	화분에 영양제를 꽂아주었다.	원인	식물이 시들었다.	식물이 튼튼해졌다.	1
1960	여자의 글이 신문에 실렸다.	원인	여자는 잡지사에 사연을 응모했다.	여자는 신문사에 글을 투고했다.	2
1961	오르골 태엽을 감았다.	결과	오르골이 망가졌다.	오르골에서 소리가 난다.	2
1962	음식을 포장 주문했다.	결과	음식을 식당에서 먹는다.	음식을 받아서 식당을 나온다.	2
1963	여자가 가디건을 입었다.	원인	여자는 히터 바람이 덥다고 느꼈다.	여자는 에어컨 바람이 춥다고 느꼈다.	2
1964	서버관리팀을 전원 해고했다.	결과	서버가 불안정해졌다.	서버가 안정되었다.	1
1965	우편함에서 편지를 꺼냈다.	결과	이메일을 받았다.	우편함에 더 이상 편지가 없다.	2
1966	증명사진을 인화했다.	원인	주민등록증을 새로 발급받을 예정이다.	주민등록증을 제출했다.	1
1967	소금을 물에 탔다.	결과	물에서 짠맛이 난다.	물에서 단맛이 난다.	1
1968	건강한 음식으로 식단을 구성하기로 했다.	결과	요가 수업에 등록했다.	마트에서 신선한 채소를 사왔다.	2
1969	냉동음식을 아이스박스에 넣었다.	결과	음식이 따뜻해졌다.	음식이 차가운 상태로 유지되었다.	2
1970	머리카락이 나부낀다.	원인	바람이 불고 있다.	침대에 누워 있다.	1
1971	아이는 게임을 했다.	원인	아이는 카페에 갔다.	아이는 오락실에 갔다.	2
1972	시리얼을 우유에 적셨다.	결과	시리얼이 바삭해졌다.	시리얼이 눅눅해졌다.	2
1973	칼을 숫돌에 갈았다.	결과	칼이 무디다.	칼이 날카로워졌다.	2
1974	여자의 신용 등급이 낮아졌다.	결과	여자는 대출을 받을 수 없게 되었다.	여자는 대출을 받게 되었다.	1
1975	여자는 세차를 했다.	결과	차가 새것처럼 깨끗해졌다.	차에서 악취가 난다.	1
1976	나는 친구에게 이 책을 추천했다.	원인	나는 이 책을 혐오한다.	내가 이 책을 좋아한다.	2
1977	밴드가 자신들의 히트곡을 연주했다.	결과	관객들은 짐을 싸서 나갔다.	관객들은 환호하며 노래를 따라 불렀다.	2
1978	꽃을 꺾어 머리에 꽂았다.	결과	저녁이 되자 꽃송이가 피었다.	저녁이 되자 꽃이 시들시들해졌다.	2
1979	사탕을 떨어뜨렸다.	결과	사탕이 깨졌다.	사탕이 녹았다.	1
1980	피아노 댐퍼 페달을 밟았다.	결과	소리가 변했다.	소리가 변하지 않았다.	1
1981	방이 어두웠다.	결과	기린을 구경했다.	불을 켰다.	2
1982	여자가 조깅을 멈췄다.	원인	여자는 옆구리에 쥐가 났다.	여자는 운동화를 새로 샀다.	1
1983	차가 더러워보인다.	결과	차에 기름을 넣었다.	차를 가지고 세차장으로 갔다.	2
1984	우물이 완성되었다.	원인	남자가 수맥이 흐르는 땅을 팠다.	남자가 바닷물을 막았다.	2
1985	셔츠를 다렸다.	원인	셔츠가 깨끗했다.	셔츠에 주름이 졌다.	2
1986	남자가 무좀에 걸렸다.	결과	남자가 양말을 신었다.	남자가 무좀약을 발랐다.	2
1987	놀이공원에서 미아 방송이 나왔다	원인	아이을 잃어버렸다	아이을 찾았다	1
1988	아버지가 돋보기를 착용하셨다.	원인	아버지는 시력이 좋으시다.	아버지는 노안이 있으시다.	2
1989	여름날, 두꺼운 옷을 입고 오랜 시간 앉아있었다.	결과	엉덩이에 땀띠가 났다.	팔이 아프다	1
1990	지우개가 닳았다.	원인	지우개를 많이 사용했다.	지우개를 방금 새로 샀다	1
1991	여성이 저혈당 증세를 보여 초콜릿을 먹었다.	결과	여성의 혈중 당 농도가 높아졌다.	여성의 혈중 당 농도가 낮아졌다.	1
1992	남성의 운동화 끈이 풀렸다.	결과	남성이 뛰기 시작한다.	남성이 가던 길을 멈춘다.	2
1993	아이가 책에 낙서를 했다.	결과	책의 내용을 읽을 수가 없다.	책을 필사했다.	1
1994	수도꼭지에 녹이 슬었다.	원인	수도꼭지가 오랫동안 물과 공기에 노출되었다.	수도꼭지를 정기적으로 청소했다.	1
1995	집에 달걀이 떨어졌다.	결과	슈퍼마켓에 갔다.	슈퍼마켓이 닫았다.	1
1996	손전등을 켰다.	결과	밝아졌다.	어두워졌다.	1
1997	도로에 아지랑이가 피었다.	원인	햇빛이 강하다.	바람이 강하다.	1
1998	여자가 암에 걸렸다.	결과	여자가 보험을 파기했다.	여자가 보험비를 청구했다.	2
1999	그녀는 퇴직했다.	원인	그녀의 나이가 많다.	그녀는 젊다.	1
2000	책에 책갈피를 끼웠다.	원인	책 읽기를 잠시 중단했다.	책갈피를 잃어버렸다.	1
2001	남자는 충치가 생겼다.	결과	남자는 내과에 방문했다.	남자는 치과에 방문했다.	2
2002	키보드에서 스페이스 바를 눌렀다.	결과	줄 바꿈이 되었다.	한 칸 띄어쓰기가 되었다.	2
2003	반지가 손가락에 맞지 않는다.	원인	반지 호수와 손가락 호수가 같다.	반지 호수가 손가락 호수보다 작다.	2
2004	환자가 탈수 상태이다.	결과	간호사가 환자에게 링겔을 주사한다.	간호사가 환자를 퇴원시킨다.	1
2005	학생이 성적이의제기를 했다.	원인	학생은 성적을 납득하지 못했다.	학생은 성적에 만족했다.	1
2006	아이는 독감에 면역이 생겼다.	원인	아이는 독감 주사를 맞았다.	아이가 마스크를 썼다.	1
2007	포도의 껍질을 벗겼다.	결과	포도의 표면이 보라색이다.	포도의 표면이 녹색이다.	2
2008	보냉컵에 얼음물을 담았다.	원인	얼음이 오랫동안 남아있었다.	얼음이 바로 녹았다.	1
2009	연필심이 뭉툭해졌다.	결과	연필을 칼로 깎았다.	칼로 연필에 이름을 새겼다.	1
2010	지하철이 연착되었다.	원인	앞서 가던 지하철에 사고가 있었다.	앞서 가던 지하철에 사람이 별로 없었다.	1
